name,size,percent_used,index_scans,seq_scans,unused
public.smart_field_values_chef_id_field_key_key,8192 bytes,0%,0,0,t
public.tax_settings_chef_id_tax_year_key,8192 bytes,0%,0,0,t
public.demand_forecasts_pkey,8192 bytes,0%,0,0,t
public.tenant_settings_pkey,8192 bytes,0%,0,0,t
public.shopping_lists_pkey,8192 bytes,0%,0,0,t
public.chef_network_contact_shares_pkey,8192 bytes,0%,0,0,t
public.idx_integration_sync_jobs_status,8192 bytes,0%,0,0,t
public.idx_webhook_events_provider_event_id,8192 bytes,0%,0,0,t
public.scheduled_shifts_pkey,8192 bytes,0%,0,0,t
public.idx_guest_reservations_guest,8192 bytes,0%,0,0,t
public.public_product_references_pkey,8192 bytes,0%,0,0,t
public.idx_waste_logs_event,8192 bytes,100%,12,0,f
public.idx_tasks_assigned,8192 bytes,100%,8,0,f
public.idx_client_tags_client,8192 bytes,100%,1,0,f
public.idx_chef_post_reactions_chef,8192 bytes,100%,17,0,f
public.idx_tips_event,8192 bytes,100%,12,0,f
public.idx_chef_documents_client,8192 bytes,100%,1,0,f
public.idx_event_surveys_token,8192 bytes,0%,0,0,t
public.idx_mileage_date,8192 bytes,100%,17,0,f
public.product_public_media_links_product_id_key,8192 bytes,0%,0,0,t
public.meal_prep_batch_log_pkey,8192 bytes,0%,0,0,t
public.idx_ingredients_is_staple,8192 bytes,0%,0,0,t
public.cannabis_tier_users_auth_user_id_key,8192 bytes,0%,0,0,t
public.idx_receipt_photos_event_id,8192 bytes,100%,12,0,f
public.idx_signal_notif_dedup,8192 bytes,100%,7,0,f
public.staff_onboarding_items_staff_member_id_item_key_key,8192 bytes,0%,0,0,t
public.ingredient_price_history_pkey,8192 bytes,0%,0,0,t
public.beta_survey_one_per_user,8192 bytes,100%,5690,0,f
public.recipe_ingredients_pkey,8192 bytes,0%,0,0,t
public.idx_incentive_redemptions_tenant,8192 bytes,100%,60,0,f
public.idx_beta_survey_responses_user,8192 bytes,100%,47,0,f
public.idx_sender_reputation_lookup,8192 bytes,100%,19,0,f
public.idx_cannabis_event_details_event_id,8192 bytes,100%,12,0,f
public.sales_pkey,8192 bytes,0%,0,0,t
public.sales_tax_remittances_pkey,8192 bytes,0%,0,0,t
public.idx_event_share_invite_events_event,8192 bytes,100%,67,0,f
public.idx_chef_journey_entries_tenant_type_created,8192 bytes,100%,8197,0,f
public.idx_travel_leg_ingredients_leg_id,8192 bytes,0%,0,0,t
public.hub_polls_pkey,8192 bytes,0%,0,0,t
public.idx_bakery_orders_tenant_status,8192 bytes,100%,2,0,f
public.scheduled_calls_client_idx,8192 bytes,100%,1,0,f
public.chef_api_keys_key_hash_key,8192 bytes,0%,0,0,t
public.idx_zapier_subs_tenant,8192 bytes,100%,6,0,f
public.idx_event_prep_steps_tenant_id,8192 bytes,0%,0,0,t
public.social_hashtag_sets_tenant_idx,8192 bytes,100%,15,0,f
public.idx_aar_calm_rating,8192 bytes,0%,0,0,t
public.idx_client_photos_client,8192 bytes,100%,166,0,f
public.idx_vendor_invoice_line_items_invoice,8192 bytes,0%,0,0,t
public.cash_drawer_movements_pkey,8192 bytes,0%,0,0,t
public.chef_profiles_pkey,8192 bytes,0%,0,0,t
public.idx_portfolio_items_chef,8192 bytes,100%,20,0,f
public.recipe_nutrition_pkey,8192 bytes,0%,0,0,t
public.webhook_events_pkey,8192 bytes,0%,0,0,t
public.idx_household_members_client,8192 bytes,100%,1,0,f
public.sca_tenant_platform_active_idx,8192 bytes,0%,0,0,t
public.station_menu_items_pkey,8192 bytes,0%,0,0,t
public.idx_hub_messages_pinned,8192 bytes,0%,0,0,t
public.booking_availability_rules_pkey,8192 bytes,0%,0,0,t
public.scheduled_calls_tenant_idx,8192 bytes,100%,14888,0,f
public.sequence_steps_sequence_id_step_number_key,8192 bytes,0%,0,0,t
public.idx_served_dish_recipe,8192 bytes,100%,36,0,f
public.chef_story_reactions_pkey,8192 bytes,100%,1,0,f
public.idx_order_requests_station,8192 bytes,0%,0,0,t
public.chef_automation_settings_tenant_id_key,8192 bytes,100%,190,0,f
public.truck_locations_pkey,8192 bytes,0%,0,0,t
public.staff_meals_pkey,8192 bytes,0%,0,0,t
public.idx_guest_reservations_chef_date,8192 bytes,100%,869,0,f
public.vendor_invoice_items_pkey,8192 bytes,0%,0,0,t
public.idx_achievements_public,8192 bytes,0%,0,0,t
public.idx_dietary_confirmations_tenant,8192 bytes,0%,0,0,t
public.event_safety_checklists_event_id_key,8192 bytes,0%,0,0,t
public.idx_event_doc_snapshots_type,8192 bytes,100%,1589,0,f
public.idx_audit_items_ingredient,8192 bytes,0%,0,0,t
public.idx_chef_documents_event,8192 bytes,100%,12,0,f
public.copilot_recommendations_pkey,8192 bytes,0%,0,0,t
public.idx_charity_hours_chef_date,8192 bytes,100%,882,0,f
public.idx_feedback_requests_token,8192 bytes,0%,0,0,t
public.idx_admin_time_event,8192 bytes,100%,12,0,f
public.event_travel_legs_pkey,8192 bytes,0%,0,0,t
public.idx_sales_client,8192 bytes,100%,1,0,f
public.reorder_settings_chef_id_ingredient_name_key,8192 bytes,100%,1,0,f
public.idx_chef_service_types_tenant,8192 bytes,100%,23,0,f
public.uq_integration_entity_links,8192 bytes,0%,0,0,t
public.idx_inv_tx_event,8192 bytes,100%,12,0,f
public.idx_po_event,8192 bytes,100%,12,0,f
public.idx_dish_feedback_tenant,8192 bytes,100%,17,0,f
public.idx_chef_social_hashtags_count,8192 bytes,100%,16,0,f
public.event_live_status_event_status_unique,8192 bytes,0%,0,0,t
public.idx_event_contracts_chef,8192 bytes,100%,478,0,f
public.idx_feedback_requests_tenant,8192 bytes,0%,0,0,t
public.idx_inquiry_recipe_links_inquiry_id,8192 bytes,100%,168,0,f
public.event_prep_steps_event_step_unique,8192 bytes,0%,0,0,t
public.idx_chef_insurance_tenant,8192 bytes,100%,1250,0,f
public.chef_capability_inventory_tenant_id_capability_key_key,8192 bytes,0%,0,0,t
public.commerce_payments_idempotency,8192 bytes,0%,0,0,t
public.idx_loyalty_transactions_event,8192 bytes,100%,12,0,f
public.staff_meal_items_pkey,8192 bytes,0%,0,0,t
public.idx_gift_card_purchase_intents_status,8192 bytes,0%,0,0,t
public.idx_feedback_responses_request,8192 bytes,0%,0,0,t
public.idx_unused_ingredients_expired,8192 bytes,100%,133,0,f
public.idx_product_projections_active,8192 bytes,100%,2474,0,f
public.chat_messages_pkey,8192 bytes,0%,0,0,t
public.idx_batches_expiry,8192 bytes,0%,0,0,t
public.idx_event_doc_snapshots_event,8192 bytes,0%,0,0,t
public.idx_staff_onboarding_tenant,8192 bytes,100%,19,0,f
public.idx_components_dish_id,8192 bytes,100%,1568,0,f
public.staff_performance_scores_staff_member_id_chef_id_key,8192 bytes,100%,10,0,f
public.loyalty_reward_redemptions_pkey,8192 bytes,0%,0,0,t
public.idx_campaigns_send,8192 bytes,100%,358,0,f
public.idx_cannabis_tier_users_tenant_id,8192 bytes,100%,13,0,f
public.idx_chef_backup_tenant,8192 bytes,100%,17,0,f
public.proposal_addon_selections_pkey,8192 bytes,0%,0,0,t
public.idx_lrr_event,8192 bytes,100%,12,0,f
public.idx_meal_prep_batch_log_chef_date,8192 bytes,100%,2,0,f
public.idx_chef_documents_tenant_hash,8192 bytes,0%,0,0,t
public.integration_connections_pkey,8192 bytes,0%,0,0,t
public.idx_daily_specials_chef_date,8192 bytes,0%,0,0,t
public.communication_log_pkey,8192 bytes,0%,0,0,t
public.idx_chef_network_posts_feature_created,8192 bytes,0%,0,0,t
public.idx_event_series_client,8192 bytes,0%,0,0,t
public.idx_chef_feedback_reviewer_name,8192 bytes,0%,0,0,t
public.idx_event_contract_signers_tenant,8192 bytes,100%,18,0,f
public.idx_dish_appearances_tenant,8192 bytes,100%,4,0,f
public.chef_business_health_items_pkey,8192 bytes,0%,0,0,t
public.idx_event_guests_event_share_id,8192 bytes,0%,0,0,t
public.commerce_promotions_pkey,8192 bytes,0%,0,0,t
public.idx_guest_tags_guest,8192 bytes,0%,0,0,t
public.idx_chef_journal_recipe_links_tenant_recipe,8192 bytes,100%,6509,0,f
public.idx_feedback_requests_client_id,8192 bytes,100%,26,0,f
public.sms_messages_pkey,8192 bytes,0%,0,0,t
public.event_shares_pkey,8192 bytes,0%,0,0,t
public.recipe_shares_pkey,8192 bytes,0%,0,0,t
public.idx_hub_guest_event_history_unique,8192 bytes,0%,0,0,t
public.idx_workflow_templates_chef,8192 bytes,0%,0,0,t
public.equipment_depreciation_schedules_pkey,8192 bytes,0%,0,0,t
public.idx_event_doc_generation_jobs_event_created,8192 bytes,100%,8,0,f
public.event_station_assignments_pkey,8192 bytes,0%,0,0,t
public.idx_event_sales_tax_chef,8192 bytes,100%,23,0,f
public.cannabis_control_packet_reconciliations_snapshot_id_key,8192 bytes,0%,0,0,t
public.idx_inv_tx_batch,8192 bytes,0%,0,0,t
public.components_pkey,8192 bytes,0%,0,0,t
public.idx_payroll_records_chef,8192 bytes,100%,1303,0,f
public.idx_loyalty_transactions_tenant,8192 bytes,0%,0,0,t
public.client_photos_pkey,8192 bytes,0%,0,0,t
public.idx_templates_active,8192 bytes,100%,755,0,f
public.idx_booking_availability_rules_unique,8192 bytes,0%,0,0,t
public.idx_wholesale_orders_delivery,8192 bytes,100%,4,0,f
public.event_staff_assignments_event_id_staff_member_id_key,8192 bytes,0%,0,0,t
public.grocery_price_quote_items_pkey,8192 bytes,0%,0,0,t
public.dietary_conflict_alerts_pkey,8192 bytes,0%,0,0,t
public.front_of_house_menus_pkey,8192 bytes,0%,0,0,t
public.idx_chef_social_posts_visibility,8192 bytes,100%,27,0,f
public.idx_qr_codes_short_code,8192 bytes,0%,0,0,t
public.idx_event_photos_event_id,8192 bytes,100%,192,0,f
public.idx_compliance_cleaning_chef_date,8192 bytes,0%,0,0,t
public.idx_creative_tenant,8192 bytes,0%,0,0,t
public.idx_foh_menus_event,8192 bytes,100%,12,0,f
public.daily_revenue_chef_id_date_key,8192 bytes,0%,0,0,t
public.idx_dietary_confirmations_event,8192 bytes,0%,0,0,t
public.kitchen_rentals_pkey,8192 bytes,0%,0,0,t
public.idx_inventory_lots_expiry,8192 bytes,100%,3,0,f
public.idx_contractor_payments_chef_year,8192 bytes,100%,34,0,f
public.guest_event_profile_pkey,8192 bytes,0%,0,0,t
public.idx_incentive_deliveries_sent_at,8192 bytes,0%,0,0,t
public.idx_permits_tenant_expiry,8192 bytes,0%,0,0,t
public.chef_team_members_pkey,8192 bytes,0%,0,0,t
public.social_posts_pkey,8192 bytes,0%,0,0,t
public.idx_dish_feedback_dish,8192 bytes,0%,0,0,t
public.idx_unused_ingredients_event,8192 bytes,100%,12,0,f
public.idx_chef_post_comments_parent,8192 bytes,0%,0,0,t
public.idx_public_product_references_source,8192 bytes,0%,0,0,t
public.idx_chefs_stripe_subscription_id,8192 bytes,0%,0,0,t
public.idx_packing_templates_event_type,8192 bytes,0%,0,0,t
public.idx_task_templates_chef,8192 bytes,100%,948,0,f
public.idx_inquiries_partner_location,8192 bytes,100%,4,0,f
public.marketing_campaigns_pkey,8192 bytes,0%,0,0,t
public.idx_travel_legs_status,8192 bytes,0%,0,0,t
public.idx_tip_entries_tenant_date,8192 bytes,0%,0,0,t
public.idx_sale_items_sale,8192 bytes,0%,0,0,t
public.hub_guest_event_history_pkey,8192 bytes,0%,0,0,t
public.idx_hub_message_reactions_message,8192 bytes,0%,0,0,t
public.idx_chef_journeys_tenant_status_updated,8192 bytes,0%,0,0,t
public.idx_households_tenant,8192 bytes,100%,20,0,f
public.idx_inquiry_notes_pinned,8192 bytes,0%,0,0,t
public.chef_brand_mentions_pkey,8192 bytes,0%,0,0,t
public.chef_insurance_policies_pkey,8192 bytes,0%,0,0,t
public.integration_events_pkey,8192 bytes,0%,0,0,t
public.idx_fermentation_logs_active,8192 bytes,0%,0,0,t
public.receipt_photos_pkey,8192 bytes,0%,0,0,t
public.public_location_references_lookup_key_key,8192 bytes,0%,0,0,t
public.idx_owner_obs_chat_messages_conversation_created,8192 bytes,0%,0,0,t
public.idx_event_surveys_tenant_id,8192 bytes,100%,1065,0,f
public.social_post_assets_unique,8192 bytes,0%,0,0,t
public.idx_chef_profiles_tenant_id,8192 bytes,100%,17,0,f
public.idx_sales_tax_remit_chef,8192 bytes,100%,22,0,f
public.scheduled_calls_inquiry_idx,8192 bytes,100%,62,0,f
public.idx_enrollments_pending,8192 bytes,100%,15,0,f
public.idx_recipe_nutrition_chef,8192 bytes,0%,0,0,t
public.receipt_extractions_pkey,8192 bytes,0%,0,0,t
public.idx_kds_tickets_sale,8192 bytes,0%,0,0,t
public.idx_chef_journey_ideas_tenant_area,8192 bytes,100%,6633,0,f
public.idx_bakery_batches_tenant_date,8192 bytes,100%,3,0,f
public.order_requests_pkey,8192 bytes,0%,0,0,t
public.idx_foh_menus_menu,8192 bytes,100%,17,0,f
public.idx_prospects_pipeline_stage,8192 bytes,0%,0,0,t
public.idx_client_notes_tenant_client,8192 bytes,0%,0,0,t
public.recipe_sub_recipes_parent_recipe_id_child_recipe_id_key,8192 bytes,0%,0,0,t
public.social_oauth_states_expires_idx,8192 bytes,0%,0,0,t
public.stripe_transfers_stripe_transfer_id_key,8192 bytes,0%,0,0,t
public.idx_bake_schedule_tenant_start,8192 bytes,0%,0,0,t
public.idx_commerce_schedules_sale,8192 bytes,0%,0,0,t
public.idx_gc_txn_card,8192 bytes,0%,0,0,t
public.cannabis_control_packet_evidence_storage_path_key,8192 bytes,0%,0,0,t
public.truck_schedule_pkey,8192 bytes,0%,0,0,t
public.idx_event_cannabis_course_config_event_active,8192 bytes,100%,190,0,f
public.idx_sales_number,8192 bytes,100%,1238,0,f
public.idx_product_projections_station,8192 bytes,0%,0,0,t
public.idx_qr_scans_tenant,8192 bytes,0%,0,0,t
public.automation_rules_pkey,8192 bytes,0%,0,0,t
public.chef_automation_settings_pkey,8192 bytes,100%,1,0,f
public.idx_profile_highlights_chef,8192 bytes,100%,22,0,f
public.proposal_views_pkey,8192 bytes,0%,0,0,t
public.ops_log_pkey,8192 bytes,0%,0,0,t
public.social_connected_accounts_pkey,8192 bytes,0%,0,0,t
public.idx_sale_applied_promotions_tenant_promotion,8192 bytes,100%,17,0,f
public.idx_custom_field_values_tenant_entity,8192 bytes,100%,17,0,f
public.beverages_pkey,8192 bytes,0%,0,0,t
public.menu_modifications_pkey,8192 bytes,0%,0,0,t
public.order_queue_pkey,8192 bytes,0%,0,0,t
public.idx_event_contract_versions_tenant,8192 bytes,100%,18,0,f
public.idx_packing_templates_chef_id,8192 bytes,100%,2,0,f
